document_id,coherence_relation,verb,coreference_type,context,pronominalization,12person,proAntecedent,subj_antecedent_type,subject_or_not,non_subject_or_not
mz/sinorama/10/ectb_1026,result,understand,non_subject,"I fully understand that , as the popularly elected 10th - term president of the Republic of China , I must abide by the Constitution , maintain the sovereignty , dignity and security of our country , and ensure the well - being of all citizens .//Therefore , as long as the CCP regime has no intention to use military force against Taiwan , I pledge that during my term in office , I will not declare independence , I will not change the national title , I will not push forth the inclusion of the so - called "" state - to - state "" description in the Constitution , and I will not promote a referendum to change the status quo in regard to the question of independence or unification .",pronoun,non_subject,non_subject,first_second_pronoun,not_subject,non_subject
mz/sinorama/10/ectb_1003,result,absorb,other,"But because the filaments are so thin -LRB- only half the thickness of a human hair -RRB- , they can easily break at the yarn spinning stage , and at the dyeing stage the yarn absorbs only the smallest dye molecules .//Hence firms around the world are still feeling their way forward on how to use this fiber .",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
mz/sinorama/10/ectb_1003,result,include,other,"By contrast , in the USA textiles for clothing and industrial applications are produced in equal quantities , and industrial textiles include a wide variety of different products , many of which are technically demanding and command profit margins with which most apparel products can not compare .//Hence the CTI has already made it one of its major goals to encourage firms to shift their orientation towards industrial textiles .",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
mz/sinorama/10/ectb_1012,result,say,non_subject,"At the State Department 's end - of - year press conference , US Under Secretary of State for Arms Control John Holum said that the US did not want to see Taiwan take any action which would violate the basic norms of the 1987 Missile Technology Control Regime .//Thus the US would not be happy to see Taiwan develop offensive long - range missile systems .",non pronoun,non_subject,non_subject,non_pronoun,not_subject,non_subject
mz/sinorama/10/ectb_1012,result,be,other,"The construction of an effective missile defense system is the main military problem in bringing peace of mind to Taiwan citizens .//Thus , in the presidential elections , although missile defense can not be said to be "" the beef "" of campaigning , it is still an important "" side dish "" that many citizens are concerned about .",pronoun,other,other,non_pronoun,not_subject,not_non_subject
mz/sinorama/10/ectb_1042,result,say,other,"William Lee , who works in public relations at VIA , says that the production of chipsets is a high risk activity .//So , taking advantage of the boom in the Taiwan stock market over the past two years , the company went on a binge of hiring , acquisitions , and strategic alliances , expanding in size rapidly .",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
mz/sinorama/10/ectb_1078,result,allow,non_subject,"This has allowed her to stand apart from the pop singers who just blindly follow the marketplace .//Hence , though she is neither a singer - songwriter , nor an outstanding vocalist , nor a conventional teen idol , she has nevertheless been able to attain brilliant success in an era where premiums are placed on both "" changing constantly "" and "" returning to the basics . """,pronoun,non_subject,non_subject,non_pronoun,not_subject,non_subject
mz/sinorama/10/ectb_1064,result,be,other,"On the contrary , the clay they used was often of higher quality than clay today .//Thus Cheng concludes that the inclusion of gravel must have been deliberate .",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
mz/sinorama/10/ectb_1064,result,admit,subject,"Cheng admits that if he utilized extraneous processes , such as exposing the pieces to wood smoke for a long time , he could get the colors closer to those of the actual artifacts , but then he would be losing something else at the same time .//Thus , before getting down to work on the final version of each piece , he made numerous trials , using different proportions of iron oxide , trying different temperatures , sometimes buffing the piece to make it glossy and other times not , to get as close as possible to the correct overall effect .",pronoun,False,non pronoun,non_pronoun,subject,not_non_subject
mz/sinorama/10/ectb_1031,result,worry,other,"Since the new DPP administration took office in Taipei , the PRC has been deeply worried by the party 's advocacy of Taiwan independence .//As a result , the two sides have yet to open any formal dialogue mechanism such as existed before the freezing of cross-strait relations which occurred after former president Lee Teng - hui went to the US in 1996 .",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
mz/sinorama/10/ectb_1054,result,expect,other,"He had n't expected that strident protests from Japanese farmers would delay the market opening .//As a result , Yoshinoya struggled for many years and nearly went bankrupt .",non pronoun,other,other,other_pronoun,not_subject,not_non_subject
mz/sinorama/10/ectb_1063,result,work,other,"His grandfather worked in Beijing , and every year brought back valuable calligraphic artifacts that he had purchased there .//Young Wang thus became familiar , from an early age , with the works and implements of prominent calligraphers from throughout the land .",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
mz/sinorama/10/ectb_1036,result,be,subject,"At one point , the city 's port was the busiest in the world , as it sent products "" Made in Taiwan "" across the seven seas .//It thus made a pivotal contribution to Taiwan 's "" economic miracle . """,pronoun,False,non pronoun,non_pronoun,subject,not_non_subject
mz/sinorama/10/ectb_1036,result,regard,subject,"The residents of Taipei regard themselves as citizens of the "" global village , "" and are confident in facing international challenges .//As a result , they find it hard to accept the current government 's "" Taiwan - first "" orientation and its focus on the "" native soil . """,pronoun,False,non pronoun,non_pronoun,subject,not_non_subject
mz/sinorama/10/ectb_1027,result,have,other,"That way , if we ended up in court , at least she would n't have to stand there mute .//And so we hired Martine , a Frenchwoman in her 50s , to be Chien - chien 's nanny .",pronoun,other,other,non_pronoun,not_subject,not_non_subject
mz/sinorama/10/ectb_1022,result,have,other,"Moreover , the economy is not highly developed , and - except for fishing products - other materials all have to be imported .//Therefore the island is not at an advantage in material terms .",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
mz/sinorama/10/ectb_1015,result,be,non_subject,"Unfortunately , it is very difficult for them to apply the technical infomation they learned , because in most cases they lack the hardware and facilities available in Taiwan .//Thus they are only able to apply the theoretical insights they picked up to their own media work at home .",pronoun,non_subject,non_subject,non_pronoun,not_subject,non_subject
mz/sinorama/10/ectb_1018,result,have,subject,"The women of Generation X , born after 1965 , have economic independence , and no longer are looking to men to support them and their children .//Thus they no longer are looking for someone who "" walks and talks like a real man . """,pronoun,False,non pronoun,non_pronoun,subject,not_non_subject
mz/sinorama/10/ectb_1018,result,transfer,other,"As men love themselves more , they can transfer some of this self - love to their bodies .//As a result , modern men have discovered that can they can make a statement about themselves through their clothes and their bodies . """,non pronoun,other,other,other_pronoun,not_subject,not_non_subject
mz/sinorama/10/ectb_1018,result,need,subject,"People need a greater sense of self - confidence , and feel more and more uncomfortable with their bodies .//So they strive more and more to recover lost confidence by enhancing their external appearance .",pronoun,False,non pronoun,non_pronoun,subject,not_non_subject
mz/sinorama/10/ectb_1018,result,start,subject,"Besides supporting their families , guys in their 40s are also starting to worry about whether they are looking old , and whether their beer - guts are starting to show .//So they too are joining the ranks of those seeking cosmetic surgery and skin care treatments .",pronoun,False,non pronoun,non_pronoun,subject,not_non_subject
bc/cctv/00/cctv_0004,result,be,other,"Right , there are no waves without wind .//So , this incident probably does have some basis .",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cctv/00/cctv_0004,result,run,other,That was jointly run by BBC and Saudi Arabia .//So it had a very good foundation .,pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cctv/00/cctv_0004,result,admire,other,"He also quite admired it .//So , in this way , it has borrowed some of the BBC style .",pronoun,other,other,other_pronoun,not_subject,not_non_subject
bc/cctv/00/cctv_0004,result,cover,subject,"So it was basically covering the , um , Iraq war from all perspectives .//So , it surely surpassed some Western media in covering the Iraq war in certain areas .",pronoun,False,pronoun,other_pronoun,subject,not_non_subject
bc/cctv/00/cctv_0004,result,want,subject,"However , up till now , er , the Bush administration , they did not want to assume responsibility for what they have done there .//So , it wanted to blame its mistakes in this region on al - Jazeera TV station .",pronoun,False,non pronoun,non_pronoun,subject,not_non_subject
bc/cctv/00/cctv_0004,result,conform,non_subject,Some of the footage we broadcast did not conform to its interests .//So it started to put this restrictive measure in retaliation .,pronoun,non_subject,non_subject,non_pronoun,not_subject,non_subject
bc/cctv/00/cctv_0004,result,increase,subject,The scope of precipitation in the South will significantly increase .//So it will further spread to Hubei and Hunan .,pronoun,False,non pronoun,non_pronoun,subject,not_non_subject
bc/cctv/00/cctv_0001,result,use,non_subject,"You used the washbasin to wash your feet , used the washbasin to hold your meal , used the washbasin to wash your face , and sometimes used the same washbasin to boil water .//So , this washbasin was a precious washbasin .",non pronoun,non_subject,non_subject,first_second_pronoun,not_subject,non_subject
bc/cctv/00/cctv_0003,result,be,other,"So this theory of joint development will not be able to make progress either .//So under the current situation , the meeting of the two leaders itself was the greatest achievement this time .",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cctv/00/cctv_0003,result,think,non_subject,"I think both sides generally know the two sides ' levels of political operations , knowing that territorial issues are hard to resolve .//So , with this issue having gone on for many years , both sides may have a bottom line .",non pronoun,non_subject,non_subject,first_second_pronoun,not_subject,non_subject
bc/cctv/00/cctv_0002,result,meet,other,"However , it was met with strong opposition from the general public in Japan .//So it may be hard to implement .",pronoun,other,other,other_pronoun,not_subject,not_non_subject
bc/cctv/00/cctv_0002,result,vote,other,"On March 16 , 2005 , Japan 's Shimane Prefecture assembly voted to pass a measure bill concerning Takeshima Day and officially designated February 22 as Takeshima Day .//As a result , this small island just a bit over 90 kilometers from Utsuryo Island , South Korea , again triggered a diplomatic conflict between the two countries .",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/phoenix/00/phoenix_0002,result,have,subject,"When I saw what was going on , I took the annual forecast , and I had no report .//So , I went directly to discussing our short - term annual forecast , it was July 14 , , I put it down on the table , and let them , read the original once , and then I reported , and they did n't interrupt at all .",pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/phoenix/00/phoenix_0002,result,be,non_subject,"Ran Guangqi examined the matter thoroughly , and under these circumstances he was decisive and issued an earthquake prediction , and he did n't tell anyone he was doing it .//So basically it was not recorded at the province level .",pronoun,non_subject,non_subject,other_pronoun,not_subject,non_subject
bc/phoenix/00/phoenix_0002,result,record,other,So basically it was not recorded at the province level .//So I issued the prediction .,pronoun,other,other,other_pronoun,not_subject,not_non_subject
bc/phoenix/00/phoenix_0002,result,spell,other,"In this document . It 's all clearly spelled out .//So when the big earthquake was near , they did n't panic , they were able to bring the miners back up safely .",non pronoun,other,other,other_pronoun,not_subject,not_non_subject
bc/phoenix/00/phoenix_0002,result,transfer,subject,"Moreover , they did n't stop with written earthquake preparedness measures ; they transferred a lot of human and physical resources to carry out shoring - up and maintenance work aboveground and underground .//So in terms of the Kailuan Mine Bureau , they certainly did n't pin all their hopes on someone issuing an earthquake forecast .",pronoun,False,pronoun,other_pronoun,subject,not_non_subject
bc/phoenix/00/phoenix_0002,result,believe,other,"I believe they ought to , , have held a meeting , and maybe reduced the losses .//Therefore the Tangshan earthquake , I still say , we are not at the levels , , to forecast on time , on July 28 , 1976 , at approximately 3:42 .",non pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/phoenix/00/phoenix_0002,result,have,subject,"Now it could not be avoided , now China does n't have , uh , this capacity .//So in terms of China , it does n't have this capacity .",pronoun,False,non pronoun,non_pronoun,subject,not_non_subject
bc/phoenix/00/phoenix_0001,result,have,subject,"In June of 2004 , the Shanxi Yongji Peasants Association was formally established ; it now has 3,800 members .//Accordingly , this is the first peasant organization to be legally registered and designated a peasant association since the founding of the PRC .",non pronoun,False,pronoun,other_pronoun,subject,not_non_subject
bc/phoenix/00/phoenix_0001,result,come,other,"More than 400 people came to the class that day .//So I went to ten villages , but it was n't just the 80 people , they all brought people from the surrounding area .",pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/phoenix/00/phoenix_0001,result,be,other,"And that year , the income I counted was 4,000 yuan .//Therefore if we did a training session four times a year we were n't earning as much as we had to spend .",pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/phoenix/00/phoenix_0001,result,think,other,"When I went to our agricultural bureau , I thought , huh , the agricultural bureau has all those technical personnel , they ought to provide services to the peasants .//So , starting in '99 , the municipal women 's association was very supportive of us , and they liaised for us in getting teachers from the agricultural bureau and the water conservancy bureau .",non pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/phoenix/00/phoenix_0001,result,fail,other,"How could it have failed ?//So the 150,000 yuan , the head of the credit union wanted to take me to court , he said , I should pay it back , and I said what I was responsible for I would take care of .",non pronoun,other,other,other_pronoun,not_subject,not_non_subject
bc/phoenix/00/phoenix_0001,result,ask,non_subject,"The lawyer asked me , from A to Z , what happened ?//So I explained it all faithfully .",pronoun,non_subject,non_subject,non_pronoun,not_subject,non_subject
bc/phoenix/00/phoenix_0001,result,say,subject,"He said , I 'll go see the credit union , and -LRB- ask them -RRB- not to file a lawsuit .//So the lawyer sorted it all out .",non pronoun,False,pronoun,other_pronoun,subject,not_non_subject
bc/phoenix/00/phoenix_0001,result,sort,other,"So the lawyer sorted it all out .//So after the lawyer arranged it all , the head of the credit union said , finally we 've reached an agreement , and you can pay it back over six years .",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/phoenix/00/phoenix_0001,result,say,non_subject,"So after the lawyer arranged it all , the head of the credit union said , finally we 've reached an agreement , and you can pay it back over six years .//So as of right now , I still have 65,000 yuan to pay .",pronoun,non_subject,non_subject,non_pronoun,not_subject,non_subject
bc/phoenix/00/phoenix_0001,result,'s,other,"There 's no way to stop it .//So , I discussed it with the credit union .",pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/phoenix/00/phoenix_0001,result,discover,subject,"I discovered that peasants are not entirely having no money .//So then , I was thinking , could n't the peasants join up with us in this fertilizer store by becoming shareholders ?",pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/phoenix/00/phoenix_0001,result,have,other,"Given the seasonal nature of peasant income , they 'd have to invest about 50 yuan each time .//So then , in practice , I let the peasants invest 50 yuan for each mu of land , invest , 50 yuan .",pronoun,other,other,other_pronoun,not_subject,not_non_subject
bc/phoenix/00/phoenix_0001,result,persuade,other,"later it was persuaded and prevented by the city of Yongji .//Therefore Zheng Bing , fed up with scare , even though she was convinced that she should give up , she was really unwilling .",non pronoun,other,other,other_pronoun,not_subject,not_non_subject
bc/phoenix/00/phoenix_0001,result,take,other,"You ca n't take everybody 's business and run it as your own , to make money for yourself .//So at the time I told my husband about this , and my husband , he did n't agree .",pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/phoenix/00/phoenix_0001,result,felt,subject,"But I saw that they were so , that kind , excited , and I felt , maybe this is the beginning of a new life .//So I persisted .",pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/phoenix/00/phoenix_0001,result,have,other,"You have to constantly challenge yourself .//So this quality thing , it really has a lot of meaning to it .",non pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0004,result,deal,other,It should be dealt with by legislators across the country /.//So I think he could read it that way /.,pronoun,other,other,other_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0004,result,have,subject,You have confidential sources all the time all kinds of people who talk to you /.//So uh have you been subpoenaed /?,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/cnn/00/cnn_0004,result,continue,other,Hello between you and me you gentlemen continue to make a major contribution to the citizens of this country /.//So I 'd like the two brains that I see in front of me to answer this question to which I 've been unable to find an answer /.,pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0004,result,go,other,I 'm going to be seventy - two /.//so you 're fifteen years older than me /.,pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0001,result,be,non_subject,The United States is a rarity among nations in firmly tying health insurance to jobs making it a cost of doing business /.//So how did it get that way /?,pronoun,non_subject,non_subject,non_pronoun,not_subject,non_subject
bc/cnn/00/cnn_0001,result,be,subject,With so many Americans going to battle businesses were frantic for workers /.//So instead of more money they offered health insurance /.,pronoun,False,non pronoun,non_pronoun,subject,not_non_subject
bc/cnn/00/cnn_0001,result,pay,subject,We the taxpayers are paying for Wal - Mart to profit /.//um and so therefore we have a say /.,pronoun,False,non pronoun,non_pronoun,subject,not_non_subject
bc/cnn/00/cnn_0001,result,'re,other,"so they 're sort of the benchmark company the company that other companies look to like GM in the past and like a US Steel /.//So I think other companies are looking at what Wal - Mart is doing and saying you know , what is the new wage and pay scale in this country /?",pronoun,other,other,other_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0001,result,start,subject,They 're starting to realize that they need to respond more and more /.//So they 're just getting up to speed /.,pronoun,False,pronoun,other_pronoun,subject,not_non_subject
bc/cnn/00/cnn_0001,result,talk,other,"Really you 're just talking about redoing the interior building envelope here /.//So uh as devastating as it is you 're really kind of fortunate because once you take out the plaster , once you take out the insulation make sure that the inside of the building is dry uh the foundation is dry you can really start the rebuilding process /.",pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0001,result,be,other,Williams ' books are a part of his legacy /.//so are the Crips /.,non pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0001,result,be,other,The problem is there are n't enough tents here or anywhere else /.//so a second disaster that the UN says could kill thousands is n't just looming /.,non pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0001,result,carry,other,The coming cold and hunger could carry off thousands more /.//So they struggle away with their tents /.,pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0001,result,be,subject,And I am a candy lover /.//So I decided to take my passion and create the world 's largest candy store and fill it with candy and anything candy related /.,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/cnn/00/cnn_0006,result,maintain,other,And the eh eh Iraqi police and new Iraqi army can uh maintain the security in these regions /.//So we believe that the multinational forces are ready to leave some of these cities some of the provinces and we take over uh the responsibility of the security of these uh provinces regions and large cities /.,pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0006,result,leave,other,And a considerable number uh of the multinational forces will probably leave Iraq uh by before the end of next year /.//So in other words it would go down from a hundred thirty - nine thousand to what let 's say by next summer a year from now /.,pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0006,result,go,other,We are not going to wait for ages until we uh uh get ready for all his crimes because if you wait for all his crimes probably we 'll wait all our life uh um um because his crimes are innumerable /.//So do you think that his trial will last weeks or months /?,pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0006,result,incorporate,subject,"uh also it incorporates securing Baghdad as the capital of Iraq and also increasing the uh protection of the infrastructure uh uh formation of target oriented special forces uh uh also increasing the intelligence activity because you know this is a intelligence uh led war , this is not a traditional classical war /.//So uh it includes also the uh increase of the uh inclusion of political parties also the role of the people in /-",pronoun,False,pronoun,other_pronoun,subject,not_non_subject
bc/cnn/00/cnn_0006,result,want,other,and we want to secure the country as well as we did in January /.//So the number from a hundred thirty - nine may go up in the short term before it eventually starts to go down /?,non pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0006,result,thwart,other,We 've thwarted uh literally well over a hundred attacks abroad with an aggressive intelligence operation /.//So um the the war on terror is really a war with many fronts . The first and foremost uh among them being um trying to fight the enemy abroad and engaging in a significant intelligence operation to disrupt their ability to attack /.,non pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0006,result,reflect,other,but my own views reflect uh those of the President on this matter /. /.//So you do n't have an open mind /.,pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0006,result,'s,other,but remember there 's a difference between an open mind and a hole in the head /.//So I 'll apply my own judgment and be open - minded /.,pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0006,result,release,subject,At that time we 'll release the uh Atlantis for its normal processing for its next flight /.//So as of right now we have not taken a rescue off the table /.,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/cnn/00/cnn_0006,result,see,subject,Uh we did not see anything of significance /.//So right now we are scratching our heads trying to understand what mechanism caused this piece of foam to come off /.,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/cnn/00/cnn_0006,result,fly,other,And uh the Discovery for example almost twenty years old has flown thirty times /.//So in terms of length of time they are older than they were designed for /.,pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0006,result,have,subject,We have uh environmentally controlled areas where we do all our work /.//so we believe we understand the effect of aging on our equipment /.,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/cnn/00/cnn_0003,result,die,other,And because of those lifestyle choices you know they 're dying sooner /.//So I really wanted to get out and address that and offer some common sense approaches /.,pronoun,other,other,other_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0003,result,be,subject,No I mean I am a seeker /.//so I worked really hard to kind of curtail those behaviors /.,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/cnn/00/cnn_0003,result,get,subject,Even though you got acclaim and did well /.//so how do you explain /?,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/cnn/00/cnn_0003,result,deal,other,and now you 're dealing with a pattern of behavior as well as an emotional illness /.//So this did n't help it /?,non pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0003,result,be,other,and it was actually a long time before because it was 1984 when we first met and did the first Terminator /.//So I had known him more than ten - fifteen years before we got married /.,pronoun,other,other,other_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0003,result,throw,non_subject,I would throw Jim 's stuff out of the house /.//so it would be waiting for him when he came home at night /.,pronoun,non_subject,non_subject,first_second_pronoun,not_subject,non_subject
bc/cnn/00/cnn_0003,result,know,subject,and I did not know how to get up at night to put them to bed /.//So who did you turn to /?,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/cnn/00/cnn_0003,result,treat,other,People are treated from here up or here down /.//and so because they are not being looked at for their overall health a lot of people are dying prematurely /.,non pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0003,result,die,other,and so because they are not being looked at for their overall health a lot of people are dying prematurely /.//So this is just a real basic common sense approach /.,non pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0003,result,guess,other,I guess because I grew up depressed you know I remind my children every day that there is absolutely nothing that ca n't be talked about and solved with the right team of people but they have to be willing to speak because I think the secret keeping and all of that shame compounds over the years and then you have such a huge amount to get through with someone /.//So we just encourage open dialog in our family so that we can um attack everything together and they feel supported no matter what comes up /.,pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0005,result,come,other,"the end comes when the insurgency clearly understands and recognizes that they ca n't achieve any progress , the only thing they can achieve is killing innocent people /.//And so I am very uh clear in my understanding that we 're moving in a good direction as long as politics moves forward and Iraqi security forces moves forward /.",pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0005,result,'m,other,But I 'm also very realistic in understanding that there 's a lot of violence ahead especially as we move through the political process and the insurgence will try to challenge the government and the Iraqi security forces and American forces in an effort to break our will and they do this by grabbing headlines /.//So what I hear you saying is that the United States military alone ca n't crush this insurgency /.,pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0005,result,effectuate,other,and the resignation does not effectuate the change in policy /.//so I 'm focusing on the policies and what needs to be done to change those policies /.,pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0005,result,see,non_subject,And if you look at the of Lebanon you see that uh we have the sea and we have Syria on most of our borders and uh in the south we have Israel /.//So we have to be on very good terms with Syria and continue to do that /.,pronoun,non_subject,non_subject,first_second_pronoun,not_subject,non_subject
bc/cnn/00/cnn_0005,result,go,other,And what happened made us uh go back because we lost a lot by it and I 'm sure that nobody harms himself /.//So it could n't be Syria nor Lebanon /.,pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0005,result,be,other,And that was when uh eh uh they tried to put a bomb in the uh Italian embassy /.//So are you accusing Al Queda uh Mr. President /?,pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0005,result,suggest,other,He suggests that there 's a Syrian hit list targetting Lebanese politicians /.//So you totally disagree with the White House on the possibility that Syrian intelligence may be responsible for these assassinations /.,pronoun,other,other,other_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0005,result,tell,non_subject,I can tell you that Syria is the most that is losing uh because of these assassinations /.//So why should they do it /?,pronoun,non_subject,non_subject,first_second_pronoun,not_subject,non_subject
bc/cnn/00/cnn_0005,result,give,other,The ex-prime minister Mr. uh gave me his votes as well /.//So why do they say that it was the Syrians that did that /?,pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0005,result,consider,other,Lebanese consider in their constitution that there will not be any of the Palestinians nor there will be any partition of Lebanon /.//So all these problems have n't finished yet /.,non pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0005,result,be,subject,We are so happy that we have reached the stability that many countries in the area envy us /.//so we do n't want to lose that stability /.,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/cnn/00/cnn_0002,result,say,subject,Students tonight saying he was very well - liked very approachable the kind of teacher who would actually give you lunch money if you forgot to bring it with you that day /.//So they 're talking about him tonight /.,pronoun,False,non pronoun,non_pronoun,subject,not_non_subject
bc/cnn/00/cnn_0002,result,allow,non_subject,but we do n't allow them to express fear and sadness and other more vulnerable emotions /.//so hence when they get rejected or they get disappointed they have a harder time dealing with that /.,pronoun,non_subject,non_subject,first_second_pronoun,not_subject,non_subject
bc/cnn/00/cnn_0002,result,raise,subject,With Partners of Conservation we 've raised almost one point four million dollars for the orphanage as well as the artisans women with the artisans that do the baskets and the beekeepers /.//so we 're uh teaching people how to have productive lives in Rwanda /.,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/cnn/00/cnn_0002,result,get,subject,I got a little cottage over there /.//so I 'm going to be spending a lot of time over there /.,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/cnn/00/cnn_0002,result,say,non_subject,He also says we 'll do whatever is necessary /.//So what exactly does that mean /?,non pronoun,non_subject,non_subject,other_pronoun,not_subject,non_subject
bc/cnn/00/cnn_0007,result,have,other,So you had ah very very different circumstances /.//So you know I agree with the editor of the New York Times that ah this is not a perfect case Judy Miller /.,pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0007,result,think,other,"Yes but when we learn all about this um I think very few people knew she was a covert operative in the CIA , that she worked in the CIA as a weapons of mass destruction analyst /.//so this is the kind of banter that goes on that helps the public and us figure out uh what the stories are , what 's being hidden ah what games are being played and so forth /.",non pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0007,result,be,other,and there was no way to get it ah given Mark Felt 's state of mind /.//so I backed off /.,pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0006,result,be,non_subject,Or there were two other options Both of which I think were clearly unacceptable /.//So what I think Congress will be doing is creating military commission /.,pronoun,non_subject,non_subject,non_pronoun,not_subject,non_subject
bc/msnbc/00/msnbc_0006,result,think,non_subject,And I think we need to do it soon /.//uh and so we 'll be dealing with that in the coming weeks /.,pronoun,non_subject,non_subject,first_second_pronoun,not_subject,non_subject
bc/msnbc/00/msnbc_0006,result,have,other,You do n't have the enemy wearing uniforms /.//So to change things that is a good idea /.,non pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0006,result,be,other,but the enemy is not a signatory to the Geneva Conventions /.//So why should these uh terrorists uh be subjected uh to something they 're not signatories to /?,non pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0006,result,think,other,I think Congress is going to be very reluctant to subject American military people to potential war crimes uh violations /.//So John McCain is wrong on this /?,non pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0006,result,take,other,because Treasury Secretary Snow took a group of reporters on a trip to Afghanistan and other parts of the world to show off how they were tracking terror financing /.//So Senator McConnell do they want to have it both ways /?,non pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0006,result,attack,non_subject,After that in fact The Wall Street Journal attacked The New York Times on its editorial pages Friday /.//So this was clearly a response to that /.,non pronoun,non_subject,non_subject,non_pronoun,not_subject,non_subject
