document_id,coherence_relation,rstdt_relation,rstdt_nuclearity,verb,coreference_type,context,pronominalization,12person,proAntecedent,subject_or_not,non_subject_or_not
wsj_1157,contrast,antithesis,SN,be,other,"Insider selling is not unusual at Dun & Bradstreet; in fact, the recent pace of selling is just about average for the company, according to figures compiled by Invest/Net, a North Miami, Fla., firm that specializes in tracking and analyzing SEC insider filings.//But previous sales have often been sales of shares purchased through the exercise of stock options and sold six months later, as soon as allowed, said Robert Gabele, president of Invest/Net.",non pronoun,other,other,not_subject,not_non_subject
wsj_1305,contrast,antithesis,SN,regard,other,"Until the collapse of this bid, Mr. Wolf was regarded as one of the nation's savviest airline executives after engineering turnarounds of Tiger International Inc. and Republic Airlines.//But he and his chief financial officer, John Pope, sowed some of the seeds for the deal's failure by insisting banks accept low financing fees and interest rates, while they invested in the transaction only a small fraction of the $114.3 million they stood to gain from sale of their UAL stock and options.",non pronoun,other,other,not_subject,not_non_subject
wsj_1305,contrast,antithesis,NS,say,subject,"Los Angeles investor Marvin Davis, whose $240-a-share offer for UAL in August triggered a bidding war, says he remains interested in the airline.//However, he is restricted from making certain hostile moves by an agreement he signed to obtain confidential UAL data.
Essentially, he can't make any hostile moves unless he makes a tender offer at least $300 a share.",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_1169,contrast,concession,SN,disclose,subject,"The company didn't disclose a purchase price or capitalization figures.//Murata said, however, it will invest about 1.4 billion yen ($9.9 million) in the new company.",non pronoun,FALSE,FALSE,subject,not_non_subject
wsj_1377,contrast,Contrast,NN,be,other,"Twenty years ago, in the infancy of suburban sprawl, just a handful of dealerships were here.//Now there are 23.
Alongside such long-familiar names as Chevrolet, Ford and Dodge are nameplates that didn't exist until three years ago: Acura, Sterling, Hyundai.",non pronoun,other,other,not_subject,not_non_subject
wsj_1377,contrast,antithesis,NS,say,other,"""There's more noise out there, and the consumer may have to work harder to cut through it,"" says Vincent P. Barabba, executive director of market research and planning at General Motors Corp.//""But the reward is that there's less need to make tradeoffs"" in choosing one's wheels.",non pronoun,other,other,not_subject,not_non_subject
wsj_1377,contrast,Contrast,NN,declare,other,"The legendary GM chairman declared that his company would make ""a car for every purse and purpose.""//Now there are many cars for every purse and purpose.
Just four years ago, GM planners divided the combined car and truck market into seven segments.
Today, they identify 19 distinct segments for cars, and another 11 for trucks and vans.",non pronoun,other,other,not_subject,not_non_subject
wsj_1377,contrast,Contrast,NN,divide,other,"Just four years ago, GM planners divided the combined car and truck market into seven segments.//Today, they identify 19 distinct segments for cars, and another 11 for trucks and vans.",non pronoun,other,other,not_subject,not_non_subject
wsj_1377,contrast,antithesis,NS,create,other,Ford Motor Co. created the Merkur nameplate in 1985 to sell its German-made touring sedans in the U.S.//But slow sales forced Ford to kill the brand just last week.,non pronoun,other,other,not_subject,not_non_subject
wsj_1377,contrast,antithesis,NS,have,other,"Perhaps most striking, 35% of households headed by people aged 18 to 44 have at least one foreign car.//That's true of only 14% of households headed by someone 60 or older.",non pronoun,other,other,not_subject,not_non_subject
wsj_1377,contrast,Contrast,NN,declare,other,"""Once buying habits are formed, they're very hard to break,"" declares Thomas Mignanelli, executive vice president for Nissan's U.S. sales operations.//But out on Cobb Parkway, Ted Negas sees it differently. ""The competition is so intense that an owner's loyalty to a dealership or a car is virtually nonexistent,"" says Mr. Negas, vice president of Ed Voyles Oldsmobile, one of the first dealerships to locate on the strip.
Thus the very fickleness of baby boomers may make it possible to win them back, just as it was possible to lose them. 

The battle for customer loyalty is evident along the Cobb Parkway strip.
Ed Voyles Olds recently established a special section in the service department for owners whose cars are less than a year old, so they get quicker service.
Just down the street, Chris Volvo invites serious shoppers to test-drive a new Volvo to any other dealership along the strip, and compare the cars side-by-side. 

Manufacturers, too, are stretching further to lure buyers.
GM's Cadillac division, ignoring Detroit's long-held maxim that safety doesn't sell, is airing television commercials touting its cars' safety features. 

Cadillac may be on to something.
Some 60% of the survey respondents said they would buy anti-lock brakes even if they carry a medium or high price tag.
More than 50% felt the same way about air bags.
Both features appealed most to buyers under 45.
In contrast, dashboard computers, power seats and turbo-charged engines had little appeal. 

But even a little appeal has a lot of attraction these days.
GM's Pontiac division is offering a turbo-charged V-6 engine on its Grand Prix model, even though it expects to sell only about 4,000 cars equipped with that option.
The reason: Items with narrow appeal can be important in a market as fragmented as today's. 

Americans spent more than $190 billion on new cars and trucks last year, and just 1% of that market exceeded Polaroid Co. 's sales of $1.86 billion. ""Even if it's only 1%,"" says GM's Mr. Barabba, ""would you throw away sales the size of Polaroid?""",non pronoun,other,other,not_subject,not_non_subject
wsj_1377,contrast,antithesis,NS,have,non_subject,"In contrast, dashboard computers, power seats and turbo-charged engines had little appeal.//But even a little appeal has a lot of attraction these days.
GM's Pontiac division is offering a turbo-charged V-6 engine on its Grand Prix model, even though it expects to sell only about 4,000 cars equipped with that option.
The reason: Items with narrow appeal can be important in a market as fragmented as today's. 

Americans spent more than $190 billion on new cars and trucks last year, and just 1% of that market exceeded Polaroid Co. 's sales of $1.86 billion. ""Even if it's only 1%,"" says GM's Mr. Barabba, ""would you throw away sales the size of Polaroid?""",non pronoun,non_subject,non_subject,not_subject,non_subject
wsj_1367,contrast,antithesis,NS,own,subject,"Now, for example, she owns 48 hats.//However, she remembers the lean years and recalls with relish wearing her
first major American purchase -- that turban -- 10 years later and having a Los
Angeles boutique owner ask her if it was a Chanel. With obvious satisfaction,
she says she told him: ""No darling, I just give it a Chanel look.""",pronoun,FALSE,TRUE,subject,not_non_subject
wsj_1367,contrast,antithesis,SN,say,other,"""I emigrated to wear better hats, do better parties,"" she said with a giggle.//""But we shouldn't leave out political reasons, number one.",pronoun,other,other,not_subject,not_non_subject
wsj_1367,contrast,antithesis,SN,be,subject,"The Volokhs were afraid that they'd end up like a friend of theirs who'd applied for a visa and waited for 10 years, having been demoted from his profession of theoretical mathematician to shipping clerk.//They didn't.
Their visa came in relatively short order, and they moved to Los Angeles.",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_0689,contrast,antithesis,SN,buy,other,"In April, when many of them bought their CDs, six-month certificates were yielding more than 9%; investors willing to look could find double-digit yields at some banks and thrifts.//Now, the nationwide average yield on a six-month CD is just under 8%, and 8.5% is about the best around.",non pronoun,other,other,not_subject,not_non_subject
wsj_0689,contrast,Contrast,NN,look,subject,Buyers can look forward to double-digit annual returns if they are right.//But they will have disappointing returns or even losses if interest rates rise instead.,pronoun,FALSE,FALSE,subject,not_non_subject
wsj_0689,contrast,Contrast,NN,deliver,other,"The Short Term Bond Fund, with an average maturity of 2 1/2 years, would deliver a total return for one year of about 10.6% if rates drop one percentage point and a one-year return of about 6.6% if rates rise by the same amount.//But, in the same circumstances, the returns would be a more extreme 14.6% and 2.6% for the Vanguard Bond Market Fund, with its 12 1/2-year average maturity.",non pronoun,other,other,not_subject,not_non_subject
wsj_0689,contrast,antithesis,SN,be,subject,"Annuities are rarely a good idea at age 35 because of the withdrawal restrictions.//But at age 55, ""they may be a great deal,"" says Mr. Wilson, the Columbia, S.C., planner.",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_2326,contrast,Contrast,NN,deny,other,"Olivetti has denied that it violated Cocom rules,//asserting that the reported shipments were properly licensed by the Italian authorities.",non pronoun,other,other,not_subject,not_non_subject
wsj_2326,contrast,Contrast,NN,feud,other,"But more recently, the Pentagon and the Commerce Department openly feuded over the extent to which Cocom should liberalize exports of personal computers to the bloc.//However, these agencies generally agree that the West should be cautious about any further liberalization. ""There's no evidence that the Soviet program to (illegally) acquire Western technology has diminished,"" said a State Department spokesman.",non pronoun,other,other,not_subject,not_non_subject
wsj_1124,contrast,Contrast,NN,say,other,"""The earnings were fine and above expectations,"" said Michael W. Blumstein, an analyst at First Boston Corp.//Nevertheless, Salomon's stock fell $1.125 yesterday to close at $23.25 a share in New York Stock Exchange composite trading.",non pronoun,other,other,not_subject,not_non_subject
wsj_1124,contrast,Contrast,NN,say,other,"""I suspect October wasn't as good as the third quarter, and they'll have difficulty matching the third quarter in the fourth quarter,"" Mr. Blumstein said.//But some analysts say Salomon has turned the corner. ""I upgraded the firm to my buy list because I certainly see signs of improvement,"" says Lawrence Eckenfelder, an analyst at Prudential-Bache Securities. ""The market has been overly harsh to them.""",non pronoun,other,other,not_subject,not_non_subject
wsj_2336,contrast,Contrast,NN,say,non_subject,"MedChem Products Inc. said a U.S. District Court in Boston ruled that a challenge by MedChem to the validity of a U.S. patent held by Pharmacia Inc. was ""without merit.""//Pharmacia, based in Upsala, Sweden, had charged in a lawsuit against MedChem that MedChem's AMVISC product line infringes on the Pharmacia patent.",non pronoun,non_subject,non_subject,not_subject,non_subject
wsj_1358,contrast,antithesis,NS,report,other,"Allied-Signal reported that net rose 1.7% to $121 million, or 81 cents a share, from $119 million, or 80 cents a share, the year earlier.//Sales slipped 1.3% to $2.82 billion from $2.86 billion.",non pronoun,other,other,not_subject,not_non_subject
wsj_1358,contrast,antithesis,NS,earn,other,"For the nine months, the Morris Township, N.J.-based company, with businesses in aerospace, automotive products and engineered materials, earned $413 million, or $2.77 cents a share, up 15% from $359 million, or $2.40 a share.//Sales eased 0.2% to $8.88 billion from $8.90 billion.",non pronoun,other,other,not_subject,not_non_subject
wsj_1146,contrast,antithesis,SN,be,subject,"Polish peasants, spurning the collectivizers, were once a source of shame to orthodox Communists.//Now, among Communist reformers, they are objects of envy.",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_1146,contrast,Contrast,NN,lay,other,Farmers lay down before the bulldozers.//Their protest was ignored.,non pronoun,other,other,not_subject,not_non_subject
wsj_1146,contrast,Contrast,NN,say,non_subject,"""We wanted them to build a road here,"" he says.//""They started, and then abandoned it.""",pronoun,non_subject,non_subject,not_subject,non_subject
wsj_1146,contrast,antithesis,NS,use,other,"They use 60% more fertilizer per acre, twice the high-grade feed.//Yet their best boast is that they produce 32% of Polish pork.",non pronoun,other,other,not_subject,not_non_subject
wsj_1146,contrast,antithesis,SN,quit,subject,The state quit shoving peasants onto its subsidized farms over 30 years ago.//But it never did let up on the pressure.,pronoun,FALSE,FALSE,subject,not_non_subject
wsj_1146,contrast,antithesis,SN,do,non_subject,"His allotment of materials also did, until the state couldn't hold up its end of that bargain.//Yet the state alone sells seeds and machines.",non pronoun,non_subject,non_subject,not_subject,non_subject
wsj_1146,contrast,Contrast,NN,subsidize,other,I don't subsidize anyone.//Everyone around me lives well.,non pronoun,other,other,not_subject,not_non_subject
wsj_1146,contrast,antithesis,SN,be,other,"Yes, my prices are high.//If nobody buys, I bring my prices down.",pronoun,other,other,not_subject,not_non_subject
wsj_1146,contrast,Contrast,NN,say,non_subject,"""We know how to get from capitalism to socialism,"" Sergiusz Niciporuk is saying one afternoon.//""We don't know how to get from socialism to capitalism.""",pronoun,non_subject,non_subject,not_subject,non_subject
wsj_1146,contrast,concession,SN,accomplish,other,I have accomplished too much.//They want to do more.,pronoun,other,other,not_subject,not_non_subject
wsj_2354,contrast,antithesis,SN,concede,other,"even the S&L lawyers concede there's little precedent to back their position.//Still, one federal appeals court has signaled it's willing to entertain the notion, and the lawyers have renewed their arguments in Texas and eight other states where the defense is permitted under state law.",non pronoun,other,other,not_subject,not_non_subject
wsj_1160,contrast,antithesis,NS,study,other,"According to a spokesman, the governor is also studying the possibility of raising state gasoline taxes.//Mr. Brown, meanwhile, believes ""only one tax will be feasible, and it will be a one-penny sales tax increase,"" said Chuck Dalldorf, an aide.",non pronoun,other,other,not_subject,not_non_subject
wsj_1160,contrast,antithesis,NS,say,non_subject,"The fund has about $1 billion and is set up to handle ""precisely the kind of emergency"" the state faces, said Tom Beermann, the Governor's deputy press secretary.//But the fund's size is disputed by Mr. Brown's office, which estimates the fund holds from $630 million to $800 million.
Moreover, an aide to Mr. Brown said Gov. Deukmejian ""has expressed a desire not to spend all the reserve on this.""",non pronoun,non_subject,non_subject,not_subject,non_subject
wsj_1160,contrast,concession,NS,require,other,"A sales tax increase would require two-thirds approval in both houses of the state's legislature.//But observers expect broad support. ""If there's an emergency and there aren't sufficient funds from elsewhere, I think the attitude will be supportive,"" said Kirk West, president of the California Chamber of Commerce.",non pronoun,other,other,not_subject,not_non_subject
wsj_1160,contrast,concession,NS,increase,other,"The state could also increase gasoline taxes; every one penny increase in the tax would yield $11 million a month.//But Gov. Deukmejian and others are reluctant to do anything to harm the state's chances of sharply raising gasoline taxes on a permanent basis. 

To raise more highway funds, a measure to double the state's nine-cent a gallon tax over five years is set to appear on the state's June election ballot.
But some fear imposing a temporary gasoline tax increase in the meantime could undercut support among voters for the measure.",non pronoun,other,other,not_subject,not_non_subject
wsj_0664,contrast,antithesis,SN,sign,non_subject,"In January, the New York Merc signed a letter of intent with the Chicago Merc as a preliminary step to joining their electronic system called Globex.//But in May, the Chicago Merc said it was looking into creating a common system with the Chicago Board of Trade, and it suspended negotiations with the New York Merc.",non pronoun,non_subject,non_subject,not_subject,non_subject
wsj_0664,contrast,antithesis,SN,say,subject,"""I think the market could pop up to the $1.22 to $1.25 level without too much difficulty,"" he said.//But he said it won't climb further and he expects it to remain in a trading range between $1.10 and $1.25.",pronoun,FALSE,TRUE,subject,not_non_subject
wsj_1102,contrast,antithesis,SN,fade,other,"Concern about the volatile U.S. stock market had faded in recent sessions, and traders appeared content to let the dollar languish in a narrow range until tomorrow, when the preliminary report on third-quarter U.S. gross national product is released.//But seesaw gyrations in the Dow Jones Industrial Average yesterday put Wall Street back in the spotlight and inspired market participants to bid the U.S. unit lower.",non pronoun,other,other,not_subject,not_non_subject
wsj_0690,contrast,antithesis,SN,say,subject,"At the U.S. National Institutes of Health, Dr. Robert E. Silverman, chief of the diabetes program branch, said no evidence of unexpected deaths from hypoglycemia had shown up in a study of 1,500 diabetics that has been under way at NIH for five years.//However, he said officials conducting the study hadn't been looking for signs of problems related to hypoglycemia unawareness.",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_0690,contrast,concession,SN,require,other,"The FDA already requires drug manufacturers to include warnings with insulin products that symptoms of hypoglycemia are less pronounced with human insulin than with animal-based products.//Eli Lilly & Co., the Indianapolis-based drug manufacturer, dominates the U.S. human insulin market with its product known as Humulin.
Lilly is building plants to make the insulin in Indianapolis and Fagershein, France.
In its latest annual report, Lilly said Humulin sales have shown ""excellent growth."" 

Lilly officials said they had seen reports of hypoglycemic unawareness among some patients making the shift from animal to human insulin, but didn't know if the problem had caused any deaths.
Dr. Leigh Thompson, a Lilly group vice president, said the company's clinical trials of both its animal and human-based insulins indicated no difference in the level of hypoglycemia between users of either product.",non pronoun,other,other,not_subject,not_non_subject
wsj_2386,contrast,antithesis,NS,say,subject,"""I'm not losing faith in the market,"" said Boston lawyer Christopher Sullivan as he watched the market plunge on a big screen in front of a brokerage firm.//But he's not so sure about everyone else. 

""I think on Monday the small (investors) are going to panic and sell,"" predicted Mr. Sullivan, whose investments include AMR Corp. 's American Airlines unit and several mutual funds. ""And I think institutions are going to come in and buy . . .",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_2386,contrast,Contrast,NN,predict,subject,"""I think on Monday the small (investors) are going to panic and sell,"" predicted Mr. Sullivan, whose investments include AMR Corp. 's American Airlines unit and several mutual funds.//""And I think institutions are going to come in and buy . . .",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_2386,contrast,concession,SN,attend,other,"Some 500 investors representing investor clubs from around the U.S. were attending when the market started to slide Friday.//But Robert Showalter, an official of the association, said no special bulletins or emergency meetings of the investors' clubs are planned.",non pronoun,other,other,not_subject,not_non_subject
wsj_2386,contrast,Contrast,NN,tell,non_subject,"""We told the little guy it could only happen once in a lifetime, come on back.//Now it's happening again.""",pronoun,non_subject,non_subject,not_subject,non_subject
wsj_2386,contrast,Contrast,NN,get,other,"Mr. Greenberg got out just before the 1987 crash and, to his regret, never went back even as the market soared.//This time he's ready to buy in ""when the panic wears off."" Still, he adds: ""We can't have this kind of thing happen very often.
When the little guy gets frightened, the big guys hurt badly.",non pronoun,other,other,not_subject,not_non_subject
wsj_2386,contrast,Contrast,NN,'s,non_subject,"This time he's ready to buy in ""when the panic wears off.""//Still, he adds: ""We can't have this kind of thing happen very often.
When the little guy gets frightened, the big guys hurt badly.",pronoun,non_subject,non_subject,not_subject,non_subject
wsj_1184,contrast,concession,SN,consider,other,"The company has been considered an industry leader in advocating cooperation and voluntary disclosures of improper or inflated billing practices.//But the government now claims that a group of company managers and lawyers engaged in an elaborate strategy over five years to obscure from federal authorities the extent and details of ""widespread"" fraudulent billing practices.",non pronoun,other,other,not_subject,not_non_subject
wsj_1184,contrast,concession,SN,assert,subject,"The company's conduct ""does not even raise a question of wrongful corporate intent, ratification or cover-up,"" GE's brief asserts.//""On the contrary, it shows a corporation reacting swiftly and aggressively to very difficult issues in largely uncharted waters.""",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_2396,contrast,antithesis,SN,say,other,"""Obviously IBM can give bigger discounts to users immediately,"" said Mr. Weiss.//But Mr. Treybig questions whether that will be enough to stop Tandem's first mainframe from taking on some of the functions that large organizations previously sought from Big Blue's machines. ""The answer isn't price reductions, but new systems,"" he said. 

Nevertheless, Tandem faces a variety of challenges, the biggest being that customers generally view the company's computers as complementary to IBM's mainframes.
Even Mr. Treybig is reluctant to abandon this notion, insisting that Tandem's new machines aren't replacements for IBM's mainframes. 

""We're after a little bigger niche,"" he said.",non pronoun,other,other,not_subject,not_non_subject
wsj_2396,contrast,concession,SN,say,other,"""The answer isn't price reductions, but new systems,"" he said.//Nevertheless, Tandem faces a variety of challenges, the biggest being that customers generally view the company's computers as complementary to IBM's mainframes.",non pronoun,other,other,not_subject,not_non_subject
wsj_0629,contrast,antithesis,NS,say,other,"He says the big questions -- ""Do you really need this much money to put up these investments?
Have you told investors what is happening in your sector?
What about your track record? -- ""aren't asked of companies coming to market.//Instead, he says, most investors have to rely on the rumor-happy Indian press.",non pronoun,other,other,not_subject,not_non_subject
wsj_0629,contrast,antithesis,NS,fear,other,"Because of the large amounts of money being raised, the loose disclosure requirements and the casual monitoring of how the money is used, some analysts fear that there could be a few mega-crashes, which could hurt market confidence far more than the small bankruptcies that followed the boom of 1986.//The government insists that such a possibility is low.
It says that despite loose regulation of the market itself, its longstanding regulation of industry will prevent such crashes.",non pronoun,other,other,not_subject,not_non_subject
wsj_1365,contrast,Contrast,NN,mean,other,"""That means that if the offense deals with one part of the business, you don't attempt to seize the whole business;//you attempt to seize assets related to the crime,""",pronoun,other,other,not_subject,not_non_subject
wsj_1375,contrast,antithesis,SN,say,other,"""Quality junk bonds will continue to trade well,"" says Michael Holland, chairman of Salomon Brothers Asset Management Inc.//""But the deals that never should have been brought have now become nuclear waste.""",non pronoun,other,other,not_subject,not_non_subject
wsj_1109,contrast,antithesis,NS,report,subject,"In the quarter, the Crum & Forster insurance unit reported $200 million before tax of capital gains from property and casualty operations.//The subsidiary also increased reserves by $140 million, however, and set aside an additional $25 million for claims connected with Hurricane Hugo.",non pronoun,FALSE,FALSE,subject,not_non_subject
wsj_1307,contrast,antithesis,NS,like,other,"Naturally, Senator Boren and his committee would like free rein to blame the executive branch while stamping ""top secret"" on their own complicity.//But there's no danger of exposing sources and methods in disclosing the debate running up and down Pennsylvania Avenue.
And if Congress is going to assume authority to micromanage foreign policy, it's going to have to take some of the responsibility too.",non pronoun,other,other,not_subject,not_non_subject
wsj_1307,contrast,concession,SN,write,other,"In such situations, you cannot write rules in advance,//you can only make sure the President takes the responsibility.",pronoun,other,other,not_subject,not_non_subject
wsj_1317,contrast,Contrast,NN,spark,non_subject,"The abrupt management change sparked widespread speculation that Mr. Roman had been pushed out of Ogilvy's top spot by Mr. Sorrell.//But Mr. Roman flatly denied the speculation, saying Mr. Sorrell had tried several times to persuade him to stay, offering various incentives and in one instance sending a note with a case of wine (The wine, naturally, was Seagram's brand, an Ogilvy client). ""He asked me not to resign.
The implication that I was pushed aside wouldn't be accurate,"" Mr. Roman said.
Mr. Sorrell, traveling in the Far East, couldn't be reached. 

Mr. Roman said American Express's Mr. Robinson first approached him about the job in late September.
According to industry executives, Peter Sutherland, a former European Community commissioner from Ireland, was also a serious contender for the American Express job.
Although it ultimately wasn't offered to him, he will be on retainer to American Express as an adviser on international matters.
After talking on and off for the past four weeks, Mr. Roman said, he agreed to take the job because ""it's the right time, it's a terrific opportunity, and I think I leave the company in very strong hands.
It was my decision, not anyone else's."" 

Mr. Roman also brushed aside reports about infighting between him and Mr. Phillips, his successor at Ogilvy.
The two executives could hardly be more different.
Mr. Roman comes across as a low-key executive; Mr. Phillips has a flashier personality.
During time off, Mr. Roman tends to his garden; Mr. Phillips confesses to a fondness for, among other things, fast cars and planes.
Industry executives say that although the two executives used to clash more frequently, the WPP takeover brought them closer together. 

""I'm the guy who made him head of New York, head of the U.S., president of North America, and recommended him {to Mr. Sorrell} as my successor.
Would I have done all those things successively if I didn't think he was the right guy?"" Mr. Roman asked.
He labeled reports of friction ""ridiculous,"" and said that he spent part of the weekend on Mr. Phillips's boat in Connecticut.",non pronoun,non_subject,non_subject,not_subject,non_subject
wsj_1317,contrast,Contrast,NN,come,other,Mr. Roman comes across as a low-key executive;//Mr. Phillips has a flashier personality.,non pronoun,other,other,not_subject,not_non_subject
wsj_1317,contrast,Contrast,NN,tend,other,"During time off, Mr. Roman tends to his garden;//Mr. Phillips confesses to a fondness for, among other things, fast cars and planes.",non pronoun,other,other,not_subject,not_non_subject
wsj_1317,contrast,Contrast,NN,disclose,other,"Computer Sciences wouldn't disclose the proposed purchase price for Cleveland Consulting, which counsels companies on logistics and supply.//But David Lord, managing editor of Consultants News, an industry publication based in Fitzwilliam, N.H., said an industry standard would suggest a purchase price of between one and two times Cleveland Consulting's approximately $15 million annual revenue.",non pronoun,other,other,not_subject,not_non_subject
wsj_1144,contrast,Contrast,NN,suppose,subject,"In addition to the stock and 20% of Manville's profits beginning in 1992, the trust is supposed to receive $2.5 billion over its 27-year life.//But it initially was funded with about $765 million and may soon face a cash crunch.
As of June 30, it had settled about 15,000 of 81,000 claims filed and its unpaid claims totaled $136 million, a large portion of its $268 million in cash and marketable securities.
Since most of its assets are tied to Manville, a forest and building products concern, the trust might also want to diversify its holdings.",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_1144,contrast,Contrast,NN,elaborate,subject,"A Manville spokesman wouldn't elaborate on the proposed changes.//But he said they are ""to a large degree, housekeeping,"" although some may generate some disagreement.",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_2356,contrast,concession,SN,remain,other,"Mandela, considered the most prominent leader of the ANC, remains in prison.//But his release within the next few months is widely expected.",non pronoun,other,other,not_subject,not_non_subject
wsj_1154,contrast,concession,SN,go,other,"Normally, Violetta can go about her business without wondering whether she is moving as gracefully as the scenery.//But this is a production designed and directed by Franco Zeffirelli and paid for by Sybil Harrington, who has no need to count her pennies, unlike Violetta, down to 20 louis at the opera's end.
Seeing all those millions in action, I was just so relieved that Ms. Gruberova, gawky thing that she is, didn't accidentally smother herself in a drape. 

Large and lavish, ""Traviata"" is another addition to the Met's growing stock of cast-proof productions mostly by Mr. Zeffirelli.
They have a life of their own and can be counted on to look good and perform whenever a cast isn't up to either.
If a strike ever hits the Met, the company can still sell tickets to his ""Boheme"" and ""Turandot"" and boom out recordings (of another era).
Last week's discerning audience gave a bigger hand to a greenhouse than to the tenor Neil Shicoff, who sang an aria inside it.
Inexplicably costumed as a rabbinical student, tottering around on lifts, Mr. Shicoff hardly seemed the fellow to catch a fancy cocotte's eye.
I wish he could wear lifts in his voice.
Not nearly in his best form, the tenor made dullish sounds along with his usual clumsy hand gestures.
Maybe Mr. Z. was too busy taming his set to work with his naturally ungainly Alfredo.
Or is it that Mr. Z. is getting a little tired of ""Traviata""?
This is the same production already seen in Paris and Florence, and its scenic ideas echo the movie he made with Placido Domingo and Teresa Stratas.
Decades earlier, Maria Callas sang the Dallas staging that introduced the flashback idea.
In an invention that drives Verdi purists bananas, Violetta lies dying in bed during the prelude, rising deliriously when then she remembers the great parties she used to throw.
The entire opera is her dream.",non pronoun,other,other,not_subject,not_non_subject
wsj_1154,contrast,Contrast,NN,contribute,other,"Each of them contributed a section at the behest of Verdi, who was nearly driven to his own early grave by the troublesome arrangements.//For all that, the piece landed unperformed in a dusty archive after Bologna refused to supply a chorus and orchestra.",non pronoun,other,other,not_subject,not_non_subject
wsj_1154,contrast,Contrast,NN,add,subject,"He added that federal agents hope to recover at least half that amount.//""The rest will probably not be recoverable either because the statute of limitations expired or because many prefer to spend additional time in jail rather than return the money,"" the prosecutor said.",non pronoun,FALSE,TRUE,subject,not_non_subject
wsj_2346,contrast,antithesis,SN,seem,other,"The trend toward lower rents may seem surprising given that some communities in New York are bemoaning the loss of favorite local businesses to high rents.//But, despite the recent softening, for many of these retailers there's still been too big a jump from the rental rates of the late 1970s, when their leases were signed.",non pronoun,other,other,not_subject,not_non_subject
wsj_0640,contrast,antithesis,SN,be,other,The Northern California earthquake and Hurricane Hugo are likely to temporarily damp sales growth in the West and South Carolina.//But Mr. Lagnado predicted the regional trends would continue through Christmas.,non pronoun,other,other,not_subject,not_non_subject
wsj_0640,contrast,Contrast,NN,locate,other,"El Paso, Austin and Fort Worth, the three strongest retail markets in the nation, are all located in Texas, where employment grew a relatively strong 2%.//Massachusetts, which has lost jobs in the computer and defense-related industries, was the weakest link in bleak New England.",non pronoun,other,other,not_subject,not_non_subject
wsj_1391,contrast,antithesis,NS,slow,other,"import growth has slowed in recent months, dropping to 16% in July and 7.1% in August from the year-earlier periods, compared with an average growth rate of 26% in the first half.//But before import growth slowed, China's buying spree in the first half already had taken its toll on foreign-exchange reserves.
The $14 billion level in June marked a drop from $19 billion at the end of April.
China's last big import binge sent reserves tumbling to $10.6 billion in June 1985 from $16.6 billion the previous September.",non pronoun,other,other,not_subject,not_non_subject
wsj_1391,contrast,antithesis,NS,slam,other,"to arrest the 1985 decline, when Beijing slammed the brakes on foreign-exchange spending and devalued the currency.//But this time, China faces a more difficult battle because of economic forces that have come into play since the Tiananmen Square killings June 4.",non pronoun,other,other,not_subject,not_non_subject
wsj_1391,contrast,antithesis,NS,be,other,"If China were still on good terms with foreign lenders, it might be able to stem the drain on its foreign-exchange reserves by using some loan funds to offset the current-account deficit.//But since June, foreign bankers led by international financial institutions have virtually suspended their new loans to China.
Even if borrowing resumes, commercial bankers aren't expected to lend as much as before.",non pronoun,other,other,not_subject,not_non_subject
wsj_0632,contrast,antithesis,NS,announce,other,"and on Friday, Jaguar announced that the No. 2 U.S. auto maker had raised its stake to 13.2%, or 24.2 million shares, from 12.4% earlier in the week.//A spokesman for GM, the No. 1 auto maker, declined to say how many Jaguar shares that company owns.",non pronoun,other,other,not_subject,not_non_subject
wsj_0632,contrast,Contrast,NN,indicate,other,"Jaguar officials have indicated they are close to wrapping up a friendly alliance with GM that would preserve Jaguar's independence, but no deal has been announced.//Ford, on the other hand, has said it's willing to bid for all of Jaguar, despite the objections of Jaguar chairman Sir John Egan.
Analysts continued to speculate late last week that Ford may try to force the issue by calling for a special shareholder's meeting and urging that the government and Jaguar holders remove the barriers to a full bidding contest before December 1990.
But a Ford spokeswoman in Dearborn said Friday the company hasn't requested such a meeting yet. 

Individuals close to the situation believe Ford officials will seek a meeting this week with Sir John to outline their proposal for a full bid.
Any discussions with Ford could postpone the Jaguar-GM deal, headed for completion within the next two weeks.
The GM agreement is expected to retain Jaguar's independence by involving an eventual 30% stake for the U.S. auto giant as well as joint manufacturing and marketing ventures.",non pronoun,other,other,not_subject,not_non_subject
wsj_0632,contrast,antithesis,NS,continue,other,Analysts continued to speculate late last week that Ford may try to force the issue by calling for a special shareholder's meeting and urging that the government and Jaguar holders remove the barriers to a full bidding contest before December 1990.//But a Ford spokeswoman in Dearborn said Friday the company hasn't requested such a meeting yet.,non pronoun,other,other,not_subject,not_non_subject
